source	relation	target	gt	type	AllYes	AllNo	AllRandom
adult_male_1	subordinate_instance_of	continent_1	-1	CS	1.0	0.0	0.32
communist_1	type_of	pathology_2	-1	CS	1.0	0.0	0.38
work_surface_1	type_of	pathology_2	-1	CS	1.0	0.0	0.84
herb_1	type_of	elder_2	-1	CS	1.0	0.0	0.04
annelida_1	type_of	elder_2	-1	CS	1.0	0.0	0.09
microscope_1	has_instance	gyromitra_brunnea_1	-1	CS	1.0	0.0	0.72
botany_2	has_instance	gyromitra_brunnea_1	-1	CS	1.0	0.0	0.65
genus_hydrobates_1	has_instance	accident_2	-1	CS	1.0	0.0	0.38
composition_4	has_instance	accident_2	-1	CS	1.0	0.0	0.44
anatidae_1	has_instance	phot_1	-1	CS	1.0	0.0	0.21
genus_ostrya_1	has_instance	phot_1	-1	CS	1.0	0.0	0.66
atlantic_1	type_of	bird_genus_1	-1	CS	1.0	0.0	0.91
boeotia_1	type_of	bird_genus_1	-1	CS	1.0	0.0	0.32
earth_1	type_of	oscine_1	-1	CS	1.0	0.0	0.82
sand_grouse_1	type_of	oscine_1	-1	CS	1.0	0.0	0.22
fragaria_virginiana_1	has_instance	megillah_2	-1	CS	1.0	0.0	0.01
aeronautics_1	has_instance	megillah_2	-1	CS	1.0	0.0	0.18
family_varanidae_1	member_meronym	butterfly_orchid_4	-1	CS	1.0	0.0	0.08
witch_hazel_1	member_meronym	butterfly_orchid_4	-1	CS	1.0	0.0	0.82
change_state_1	type_of	academic_session_1	-1	CS	1.0	0.0	0.36
plea_bargain_2	type_of	academic_session_1	-1	CS	1.0	0.0	0.85
barberry_family_1	type_of	duck_4	-1	CS	1.0	0.0	0.61
genus_tofieldia_1	type_of	duck_4	-1	CS	1.0	0.0	0.89
decoration_1	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.79
rhetorical_device_1	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.72
perambulation_1	has_instance	fifth_1	-1	CS	1.0	0.0	0.66
ape_2	has_instance	fifth_1	-1	CS	1.0	0.0	0.77
natural_philosophy_1	type_of	coif_2	-1	CS	1.0	0.0	0.08
clamor_2	type_of	coif_2	-1	CS	1.0	0.0	0.92
vibrio_1	has_instance	act_7	-1	CS	1.0	0.0	0.47
grass_fern_1	has_instance	act_7	-1	CS	1.0	0.0	0.43
order_13	domain_region	major_1	-1	CS	1.0	0.0	0.1
derogation_2	domain_region	major_1	-1	CS	1.0	0.0	0.94
stanza_1	type_of	calculating_machine_1	-1	CS	1.0	0.0	0.19
brazilian_rosewood_1	type_of	calculating_machine_1	-1	CS	1.0	0.0	0.08
inside_track_2	member_meronym	turk_1	-1	CS	1.0	0.0	0.93
lesser_celandine_1	member_meronym	turk_1	-1	CS	1.0	0.0	0.16
cenchrus_1	has_instance	teredo_1	-1	CS	1.0	0.0	0.27
tree_5	has_instance	teredo_1	-1	CS	1.0	0.0	0.19
family_podocarpaceae_1	type_of	adolescent_1	-1	CS	1.0	0.0	0.6
moschus_moschiferus_1	type_of	adolescent_1	-1	CS	1.0	0.0	0.28
jay_1	has_instance	cryptorchidism_1	-1	CS	1.0	0.0	0.94
termite_1	has_instance	cryptorchidism_1	-1	CS	1.0	0.0	0.95
subfamily_turdinae_1	type_of	informatics_1	-1	CS	1.0	0.0	0.09
town_1	type_of	informatics_1	-1	CS	1.0	0.0	0.17
city_1	type_of	session_1	-1	CS	1.0	0.0	0.05
composer_1	type_of	session_1	-1	CS	1.0	0.0	0.68
norethandrolone_1	has_instance	genus_neurotrichus_1	-1	CS	1.0	0.0	0.83
teju_1	has_instance	genus_neurotrichus_1	-1	CS	1.0	0.0	1.0
illumination_unit_1	member_meronym	lactobacillus_1	-1	CS	1.0	0.0	0.15
guatemala_1	member_meronym	lactobacillus_1	-1	CS	1.0	0.0	0.22
letters_patent_1	has_instance	fish_lure_1	-1	CS	1.0	0.0	0.44
battle_3	has_instance	fish_lure_1	-1	CS	1.0	0.0	0.36
goalpost_1	has_part	late_night_hour_1	-1	CS	1.0	0.0	0.25
christian_1	has_part	late_night_hour_1	-1	CS	1.0	0.0	0.26
genus_cicada_1	has_instance	box_seat_1	-1	CS	1.0	0.0	0.49
full_general_1	has_instance	box_seat_1	-1	CS	1.0	0.0	0.96
crane_1	member_meronym	asphodeline_1	-1	CS	1.0	0.0	0.17
cactaceae_1	member_meronym	asphodeline_1	-1	CS	1.0	0.0	0.04
ox_2	has_instance	new_amsterdam_1	-1	CS	1.0	0.0	0.43
carpobrotus_edulis_1	has_instance	new_amsterdam_1	-1	CS	1.0	0.0	0.61
cup_3	has_instance	shank_7	-1	CS	1.0	0.0	0.51
subclass_1	has_instance	shank_7	-1	CS	1.0	0.0	0.85
boiling_1	has_part	catalina_island_1	-1	CS	1.0	0.0	0.99
bifid_1	has_part	catalina_island_1	-1	CS	1.0	0.0	0.76
choreographer_1	has_instance	cramp_1	-1	CS	1.0	0.0	0.68
inanition_1	has_instance	cramp_1	-1	CS	1.0	0.0	0.4
agency_1	type_of	lie_1	-1	CS	1.0	0.0	0.7
embolus_1	type_of	lie_1	-1	CS	1.0	0.0	0.73
law_officer_1	has_instance	venipuncture_1	-1	CS	1.0	0.0	0.98
buffer_1	has_instance	venipuncture_1	-1	CS	1.0	0.0	0.48
mexico_1	subordinate_instance_of	geological_period_1	-1	CS	1.0	0.0	0.9
family_ichthyosauridae_1	subordinate_instance_of	geological_period_1	-1	CS	1.0	0.0	0.56
gown_4	member_meronym	pen_tail_1	-1	CS	1.0	0.0	0.31
agaricaceae_1	member_meronym	pen_tail_1	-1	CS	1.0	0.0	0.37
fo_c_sle_1	member_meronym	genus_monarda_1	-1	CS	1.0	0.0	0.92
courgette_1	member_meronym	genus_monarda_1	-1	CS	1.0	0.0	0.74
anadenanthera_colubrina_1	type_of	break_off_1	-1	CS	1.0	0.0	0.22
chrysothamnus_1	type_of	break_off_1	-1	CS	1.0	0.0	0.5
archipelago_1	has_instance	bernstein_1	-1	CS	1.0	0.0	0.84
punctuation_3	has_instance	bernstein_1	-1	CS	1.0	0.0	0.49
arms_1	type_of	part_9	-1	CS	1.0	0.0	0.58
feminist_1	type_of	part_9	-1	CS	1.0	0.0	0.66
weight_3	type_of	actus_reus_1	-1	CS	1.0	0.0	0.99
arthropod_genus_1	type_of	actus_reus_1	-1	CS	1.0	0.0	0.33
frijol_1	type_of	lesion_1	-1	CS	1.0	0.0	0.0
safe_period_1	type_of	lesion_1	-1	CS	1.0	0.0	0.22
american_samoa_1	type_of	destroy_2	-1	CS	1.0	0.0	0.84
britain_1	type_of	destroy_2	-1	CS	1.0	0.0	0.46
arteria_choroidea_1	has_part	spigot_1	-1	CS	1.0	0.0	0.49
anteater_1	has_part	spigot_1	-1	CS	1.0	0.0	0.75
metric_weight_unit_1	has_part	olympia_2	-1	CS	1.0	0.0	0.18
passage_3	has_part	olympia_2	-1	CS	1.0	0.0	0.05
tantalite_1	has_instance	dip_6	-1	CS	1.0	0.0	0.02
arteria_metatarsea_1	has_instance	dip_6	-1	CS	1.0	0.0	0.2
kiloton_1	has_instance	louvar_1	-1	CS	1.0	0.0	0.0
europe_1	has_instance	louvar_1	-1	CS	1.0	0.0	0.74
ajuga_1	subordinate_instance_of	dancer_1	-1	CS	1.0	0.0	0.13
wagtail_1	subordinate_instance_of	dancer_1	-1	CS	1.0	0.0	0.33
saginaw_1	type_of	auto_1	-1	CS	1.0	0.0	0.63
castle_1	type_of	auto_1	-1	CS	1.0	0.0	0.35
bird_genus_1	has_part	slaughter_3	-1	CS	1.0	0.0	0.73
genus_scleroderma_1	has_part	slaughter_3	-1	CS	1.0	0.0	0.69
death_rate_1	member_meronym	cyclopes_didactylus_1	-1	CS	1.0	0.0	0.96
submarine_2	member_meronym	cyclopes_didactylus_1	-1	CS	1.0	0.0	0.19
cataplasia_1	has_part	dutch_east_indies_1	-1	CS	1.0	0.0	0.33
remora_1	has_part	dutch_east_indies_1	-1	CS	1.0	0.0	0.57
armoracia_1	part_of	colombia_1	-1	CS	1.0	0.0	0.36
numidia_1	part_of	colombia_1	-1	CS	1.0	0.0	0.78
genus_gynura_1	member_meronym	genus_grias_1	-1	CS	1.0	0.0	0.12
percoid_1	member_meronym	genus_grias_1	-1	CS	1.0	0.0	0.4
race_2	type_of	fish_genus_1	-1	CS	1.0	0.0	0.63
cessation_1	type_of	fish_genus_1	-1	CS	1.0	0.0	0.28
traditionalism_2	has_instance	peace_lily_1	-1	CS	1.0	0.0	0.02
postulator_1	has_instance	peace_lily_1	-1	CS	1.0	0.0	1.0
genus_chimaera_1	has_instance	golden_cup_1	-1	CS	1.0	0.0	0.92
definite_quantity_1	has_instance	golden_cup_1	-1	CS	1.0	0.0	0.3
gobio_gobio_1	type_of	nematode_1	-1	CS	1.0	0.0	0.64
frame_11	type_of	nematode_1	-1	CS	1.0	0.0	0.11
band_4	has_instance	psychosexual_development_1	-1	CS	1.0	0.0	0.71
harrier_eagle_1	has_instance	psychosexual_development_1	-1	CS	1.0	0.0	0.05
decompress_3	member_meronym	genus_portunus_1	-1	CS	1.0	0.0	0.46
family_hydnoraceae_1	member_meronym	genus_portunus_1	-1	CS	1.0	0.0	0.45
typewriter_1	has_instance	santos_1	-1	CS	1.0	0.0	0.7
hydrogen_ion_concentration_1	has_instance	santos_1	-1	CS	1.0	0.0	0.93
dance_5	member_meronym	cheiranthus_1	-1	CS	1.0	0.0	0.66
thread_6	member_meronym	cheiranthus_1	-1	CS	1.0	0.0	0.07
examination_3	member_meronym	american_feverfew_1	-1	CS	1.0	0.0	0.24
marchantiales_1	member_meronym	american_feverfew_1	-1	CS	1.0	0.0	0.87
armed_forces_1	has_instance	austrian_winter_pea_1	-1	CS	1.0	0.0	0.89
conjugate_2	has_instance	austrian_winter_pea_1	-1	CS	1.0	0.0	0.24
mammal_genus_1	has_instance	methane_1	-1	CS	1.0	0.0	0.51
food_product_1	has_instance	methane_1	-1	CS	1.0	0.0	0.74
thoughtfulness_3	has_instance	countermarch_1	-1	CS	1.0	0.0	0.93
side_3	has_instance	countermarch_1	-1	CS	1.0	0.0	0.51
shrike_1	has_instance	pied_lemming_1	-1	CS	1.0	0.0	0.88
subdivision_zygomycota_1	has_instance	pied_lemming_1	-1	CS	1.0	0.0	0.73
month_2	type_of	building_1	-1	CS	1.0	0.0	0.3
common_ivy_1	type_of	building_1	-1	CS	1.0	0.0	0.75
rock_plant_1	type_of	bad_condition_1	-1	CS	1.0	0.0	0.23
atomic_theory_1	type_of	bad_condition_1	-1	CS	1.0	0.0	0.55
cactus_euphorbia_1	has_instance	coco_plum_2	-1	CS	1.0	0.0	0.33
cornflower_aster_1	has_instance	coco_plum_2	-1	CS	1.0	0.0	0.57
herb_1	subordinate_instance_of	constellation_2	-1	CS	1.0	0.0	0.35
georgian_2	subordinate_instance_of	constellation_2	-1	CS	1.0	0.0	0.54
european_flatfish_1	type_of	subshrub_1	-1	CS	1.0	0.0	0.72
candle_holder_1	type_of	subshrub_1	-1	CS	1.0	0.0	0.86
towhee_1	has_instance	refract_1	-1	CS	1.0	0.0	0.4
rear_lamp_1	has_instance	refract_1	-1	CS	1.0	0.0	0.85
river_1	has_instance	apposition_1	-1	CS	1.0	0.0	0.78
ductless_gland_1	has_instance	apposition_1	-1	CS	1.0	0.0	0.35
worker_1	has_instance	community_3	-1	CS	1.0	0.0	0.68
workwear_1	has_instance	community_3	-1	CS	1.0	0.0	0.06
face_12	member_meronym	alyssum_1	-1	CS	1.0	0.0	0.49
orientation_2	member_meronym	alyssum_1	-1	CS	1.0	0.0	0.65
kind_heartedness_1	type_of	joint_8	-1	CS	1.0	0.0	0.92
kill_14	type_of	joint_8	-1	CS	1.0	0.0	0.36
limiting_1	type_of	magnoliid_dicot_genus_1	-1	CS	1.0	0.0	0.45
cleaner_3	type_of	magnoliid_dicot_genus_1	-1	CS	1.0	0.0	0.28
rosid_dicot_genus_1	has_instance	illusion_1	-1	CS	1.0	0.0	0.67
dicot_genus_1	has_instance	illusion_1	-1	CS	1.0	0.0	0.31
render_13	type_of	glial_cell_1	-1	CS	1.0	0.0	0.22
wood_1	type_of	glial_cell_1	-1	CS	1.0	0.0	0.53
family_paridae_1	type_of	reptile_genus_1	-1	CS	1.0	0.0	0.95
snipe_4	type_of	reptile_genus_1	-1	CS	1.0	0.0	0.26
cube_2	has_part	minster_1	-1	CS	1.0	0.0	0.06
higher_cognitive_process_1	has_part	minster_1	-1	CS	1.0	0.0	0.4
process_2	type_of	dealing_2	-1	CS	1.0	0.0	0.61
micromeria_chamissonis_1	type_of	dealing_2	-1	CS	1.0	0.0	0.76
amphibian_genus_1	has_instance	wallah_1	-1	CS	1.0	0.0	0.89
radiation_1	has_instance	wallah_1	-1	CS	1.0	0.0	0.54
bars_1	type_of	toilet_article_1	-1	CS	1.0	0.0	0.78
sub_test_1	type_of	toilet_article_1	-1	CS	1.0	0.0	0.95
digit_1	has_instance	evaporation_1	-1	CS	1.0	0.0	0.65
block_14	has_instance	evaporation_1	-1	CS	1.0	0.0	0.48
dicot_family_1	subordinate_instance_of	graeco_roman_deity_1	-1	CS	1.0	0.0	0.55
gray_lemming_1	subordinate_instance_of	graeco_roman_deity_1	-1	CS	1.0	0.0	0.85
stress_6	type_of	saturniid_1	-1	CS	1.0	0.0	0.07
american_bittern_1	type_of	saturniid_1	-1	CS	1.0	0.0	0.56
stage_direction_1	has_instance	musk_ox_1	-1	CS	1.0	0.0	0.05
sgml_1	has_instance	musk_ox_1	-1	CS	1.0	0.0	0.64
cystopteris_1	type_of	grip_5	-1	CS	1.0	0.0	0.78
skid_1	type_of	grip_5	-1	CS	1.0	0.0	0.0
capability_2	has_part	first_epistle_of_john_1	-1	CS	1.0	0.0	0.32
barge_1	has_part	first_epistle_of_john_1	-1	CS	1.0	0.0	0.69
vein_2	has_instance	rhodochrosite_1	-1	CS	1.0	0.0	0.88
change_state_1	has_instance	rhodochrosite_1	-1	CS	1.0	0.0	0.83
fanweed_1	has_instance	creation_4	-1	CS	1.0	0.0	0.06
cracow_1	has_instance	creation_4	-1	CS	1.0	0.0	0.19
eat_2	has_instance	echo_3	-1	CS	1.0	0.0	0.21
rhone_alpes_1	has_instance	echo_3	-1	CS	1.0	0.0	0.18
university_2	member_meronym	ambrosia_2	-1	CS	1.0	0.0	0.2
poppy_1	member_meronym	ambrosia_2	-1	CS	1.0	0.0	0.73
duck_4	part_of	cross_examination_1	-1	CS	1.0	0.0	0.84
city_1	part_of	cross_examination_1	-1	CS	1.0	0.0	0.73
fish_duck_1	type_of	fastener_2	-1	CS	1.0	0.0	0.45
breadroot_1	type_of	fastener_2	-1	CS	1.0	0.0	0.31
grouse_4	type_of	nonsteroidal_anti_inflammatory_1	-1	CS	1.0	0.0	0.46
cacoethes_1	type_of	nonsteroidal_anti_inflammatory_1	-1	CS	1.0	0.0	0.51
electricity_1	has_instance	air_7	-1	CS	1.0	0.0	0.48
cryptotis_1	has_instance	air_7	-1	CS	1.0	0.0	0.51
caryophylloid_dicot_genus_1	has_instance	ceterach_1	-1	CS	1.0	0.0	0.79
aircraft_carrier_1	has_instance	ceterach_1	-1	CS	1.0	0.0	0.55
flitch_2	type_of	percussion_instrument_1	-1	CS	1.0	0.0	0.68
inhumane_1	type_of	percussion_instrument_1	-1	CS	1.0	0.0	0.7
damaliscus_1	part_of	forebrain_1	-1	CS	1.0	0.0	0.96
pipturus_argenteus_1	part_of	forebrain_1	-1	CS	1.0	0.0	0.36
boise_1	domain_region	subaquatic_1	-1	CS	1.0	0.0	0.45
correlative_3	domain_region	subaquatic_1	-1	CS	1.0	0.0	0.42
order_sphaerocarpales_1	has_instance	bambuseae_1	-1	CS	1.0	0.0	0.65
trip_wire_1	has_instance	bambuseae_1	-1	CS	1.0	0.0	0.5
malus_sylvestris_1	has_part	rip_current_1	-1	CS	1.0	0.0	0.1
family_geometridae_1	has_part	rip_current_1	-1	CS	1.0	0.0	0.54
superior_planet_1	part_of	oenomel_1	-1	CS	1.0	0.0	0.26
peninsula_1	part_of	oenomel_1	-1	CS	1.0	0.0	0.65
palpitate_1	type_of	pace_1	-1	CS	1.0	0.0	0.62
chemical_equilibrium_1	type_of	pace_1	-1	CS	1.0	0.0	0.09
swiss_canton_1	has_instance	earth_color_1	-1	CS	1.0	0.0	0.23
look_1	has_instance	earth_color_1	-1	CS	1.0	0.0	0.58
common_limpet_1	type_of	discharge_13	-1	CS	1.0	0.0	0.44
business_7	type_of	discharge_13	-1	CS	1.0	0.0	0.05
burma_1	has_instance	mantle_1	-1	CS	1.0	0.0	0.6
kernel_1	has_instance	mantle_1	-1	CS	1.0	0.0	0.59
protoctist_genus_1	member_meronym	caladenia_1	-1	CS	1.0	0.0	0.6
aquilegia_vulgaris_1	member_meronym	caladenia_1	-1	CS	1.0	0.0	0.48
topping_1	domain_region	connivance_2	-1	CS	1.0	0.0	0.95
octopod_1	domain_region	connivance_2	-1	CS	1.0	0.0	0.82
consider_1	member_meronym	pelargonium_graveolens_1	-1	CS	1.0	0.0	0.94
italia_1	member_meronym	pelargonium_graveolens_1	-1	CS	1.0	0.0	0.39
picosecond_1	has_part	mount_saint_helens_1	-1	CS	1.0	0.0	0.43
gun_dog_1	has_part	mount_saint_helens_1	-1	CS	1.0	0.0	0.12
fair_catch_1	has_instance	bhagavad_gita_1	-1	CS	1.0	0.0	0.33
painter_1	has_instance	bhagavad_gita_1	-1	CS	1.0	0.0	0.77
omen_2	type_of	water_snake_1	-1	CS	1.0	0.0	0.87
solipsism_1	type_of	water_snake_1	-1	CS	1.0	0.0	0.51
aurora_2	domain_region	hamas_1	-1	CS	1.0	0.0	0.68
eupatorium_1	domain_region	hamas_1	-1	CS	1.0	0.0	0.08
cheese_2	has_instance	genus_protoavis_1	-1	CS	1.0	0.0	0.52
decompress_3	has_instance	genus_protoavis_1	-1	CS	1.0	0.0	0.46
bleached_1	type_of	walk_1	-1	CS	1.0	0.0	0.1
animal_order_1	type_of	walk_1	-1	CS	1.0	0.0	0.46
bean_caper_family_1	has_part	foul_line_2	-1	CS	1.0	0.0	0.87
hepatic_portal_vein_1	has_part	foul_line_2	-1	CS	1.0	0.0	0.91
stoichiometry_1	has_instance	family_mobulidae_1	-1	CS	1.0	0.0	0.94
genus_fucus_1	has_instance	family_mobulidae_1	-1	CS	1.0	0.0	0.85
denizen_1	has_instance	family_theophrastaceae_1	-1	CS	1.0	0.0	0.16
edible_fruit_1	has_instance	family_theophrastaceae_1	-1	CS	1.0	0.0	0.59
rain_2	has_instance	misbehave_1	-1	CS	1.0	0.0	0.17
twin_towers_1	has_instance	misbehave_1	-1	CS	1.0	0.0	0.55
immeasurable_1	has_instance	rhinosporidiosis_1	-1	CS	1.0	0.0	0.45
gymnosperm_genus_1	has_instance	rhinosporidiosis_1	-1	CS	1.0	0.0	0.59
deepwater_squirrelfish_1	type_of	division_1	-1	CS	1.0	0.0	0.34
arrester_1	type_of	division_1	-1	CS	1.0	0.0	0.82
france_1	type_of	body_part_1	-1	CS	1.0	0.0	0.43
incursion_2	type_of	body_part_1	-1	CS	1.0	0.0	0.27
crataegus_coccinea_mollis_1	has_instance	sauropodomorpha_1	-1	CS	1.0	0.0	0.91
jurisprudence_2	has_instance	sauropodomorpha_1	-1	CS	1.0	0.0	0.21
dicot_genus_1	has_instance	family_micrococcaceae_1	-1	CS	1.0	0.0	0.36
wader_1	has_instance	family_micrococcaceae_1	-1	CS	1.0	0.0	0.02
heparin_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.56
zoning_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.46
brace_5	has_instance	liquidambar_1	-1	CS	1.0	0.0	0.95
malt_6	has_instance	liquidambar_1	-1	CS	1.0	0.0	0.54
grip_5	has_instance	enterobius_1	-1	CS	1.0	0.0	0.75
judicature_3	has_instance	enterobius_1	-1	CS	1.0	0.0	0.12
genus_leiopelma_1	type_of	fall_6	-1	CS	1.0	0.0	0.54
demerara_2	type_of	fall_6	-1	CS	1.0	0.0	0.49
regression_equation_1	type_of	enclosing_1	-1	CS	1.0	0.0	0.76
bird_genus_1	type_of	enclosing_1	-1	CS	1.0	0.0	0.41
misjudge_1	has_part	potomac_1	-1	CS	1.0	0.0	0.38
root_8	has_part	potomac_1	-1	CS	1.0	0.0	0.71
class_tentaculata_1	type_of	occlusion_1	-1	CS	1.0	0.0	0.11
claw_1	type_of	occlusion_1	-1	CS	1.0	0.0	0.17
degree_2	has_instance	brittle_willow_1	-1	CS	1.0	0.0	0.7
business_firm_1	has_instance	brittle_willow_1	-1	CS	1.0	0.0	0.97
artist_1	has_instance	house_4	-1	CS	1.0	0.0	0.81
peso_2	has_instance	house_4	-1	CS	1.0	0.0	0.42
uniat_1	type_of	form_13	-1	CS	1.0	0.0	0.96
old_testament_1	type_of	form_13	-1	CS	1.0	0.0	0.29
estrogen_1	member_meronym	auricularia_1	-1	CS	1.0	0.0	0.3
dendrocalamus_giganteus_1	member_meronym	auricularia_1	-1	CS	1.0	0.0	0.69
lone_star_state_1	type_of	confection_2	-1	CS	1.0	0.0	0.74
ascertain_1	type_of	confection_2	-1	CS	1.0	0.0	0.79
mammal_genus_1	has_instance	protohippus_1	-1	CS	1.0	0.0	0.86
anatomical_structure_1	has_instance	protohippus_1	-1	CS	1.0	0.0	0.28
extension_4	has_instance	disagreeable_person_1	-1	CS	1.0	0.0	0.66
samekh_1	has_instance	disagreeable_person_1	-1	CS	1.0	0.0	0.82
stamp_1	type_of	body_part_1	-1	CS	1.0	0.0	0.63
genus_sterculia_1	type_of	body_part_1	-1	CS	1.0	0.0	0.19
winter_crookneck_squash_2	type_of	displace_3	-1	CS	1.0	0.0	0.58
common_shiner_1	type_of	displace_3	-1	CS	1.0	0.0	0.71
genus_taenia_1	type_of	geometry_1	-1	CS	1.0	0.0	0.03
dart_1	type_of	geometry_1	-1	CS	1.0	0.0	0.07
atlantic_1	has_instance	second_11	-1	CS	1.0	0.0	0.1
family_geastraceae_1	has_instance	second_11	-1	CS	1.0	0.0	0.53
religious_ceremony_1	subordinate_instance_of	hebrew_2	-1	CS	1.0	0.0	0.33
china_1	subordinate_instance_of	hebrew_2	-1	CS	1.0	0.0	0.62
buck_5	part_of	old_dominion_1	-1	CS	1.0	0.0	0.15
new_world_porcupine_1	part_of	old_dominion_1	-1	CS	1.0	0.0	0.2
past_1	type_of	decrease_6	-1	CS	1.0	0.0	0.63
auto_1	type_of	decrease_6	-1	CS	1.0	0.0	0.97
close_6	type_of	alter_1	-1	CS	1.0	0.0	0.81
amazona_1	type_of	alter_1	-1	CS	1.0	0.0	0.67
patristics_1	has_part	blade_3	-1	CS	1.0	0.0	0.23
false_gavial_1	has_part	blade_3	-1	CS	1.0	0.0	0.51
hashemite_kingdom_of_jordan_1	type_of	amiability_1	-1	CS	1.0	0.0	0.82
tree_5	type_of	amiability_1	-1	CS	1.0	0.0	0.11
pitching_coach_1	similar_to	beaded_1	-1	CS	1.0	0.0	0.68
driving_2	similar_to	beaded_1	-1	CS	1.0	0.0	0.69
initiate_2	has_instance	attentiveness_2	-1	CS	1.0	0.0	0.51
aves_1	has_instance	attentiveness_2	-1	CS	1.0	0.0	0.87
family_rutaceae_1	member_meronym	trogon_1	-1	CS	1.0	0.0	0.78
hondo_1	member_meronym	trogon_1	-1	CS	1.0	0.0	0.38
city_1	has_instance	king_vulture_1	-1	CS	1.0	0.0	0.89
family_scaridae_1	has_instance	king_vulture_1	-1	CS	1.0	0.0	0.76
subhead_1	member_meronym	borage_family_1	-1	CS	1.0	0.0	0.25
edible_fruit_1	member_meronym	borage_family_1	-1	CS	1.0	0.0	0.89
hoe_handle_1	type_of	caryophylloid_dicot_genus_1	-1	CS	1.0	0.0	0.32
old_testament_1	type_of	caryophylloid_dicot_genus_1	-1	CS	1.0	0.0	0.2
tail_4	member_meronym	genus_silurus_1	-1	CS	1.0	0.0	0.06
fern_genus_1	member_meronym	genus_silurus_1	-1	CS	1.0	0.0	0.27
geranium_1	subordinate_instance_of	author_1	-1	CS	1.0	0.0	0.89
mammal_family_1	subordinate_instance_of	author_1	-1	CS	1.0	0.0	0.51
cup_3	type_of	statement_1	-1	CS	1.0	0.0	0.14
class_gasteromycetes_1	type_of	statement_1	-1	CS	1.0	0.0	0.01
sombrero_1	type_of	be_1	-1	CS	1.0	0.0	0.62
antrozous_1	type_of	be_1	-1	CS	1.0	0.0	0.75
rheinland_1	has_part	fort_george_g__meade_1	-1	CS	1.0	0.0	0.35
country_1	has_part	fort_george_g__meade_1	-1	CS	1.0	0.0	0.99
aeroplane_1	has_instance	shirt_2	-1	CS	1.0	0.0	0.7
boletaceae_1	has_instance	shirt_2	-1	CS	1.0	0.0	0.4
protoctist_family_1	has_instance	deprive_1	-1	CS	1.0	0.0	0.82
mexico_1	has_instance	deprive_1	-1	CS	1.0	0.0	0.15
genus_menyanthes_1	has_instance	transverse_process_1	-1	CS	1.0	0.0	0.52
sur_1	has_instance	transverse_process_1	-1	CS	1.0	0.0	0.26
dancer_1	has_instance	syndactylism_1	-1	CS	1.0	0.0	0.75
hub_2	has_instance	syndactylism_1	-1	CS	1.0	0.0	0.79
cypress_1	has_instance	compact_1	-1	CS	1.0	0.0	0.82
phonograph_1	has_instance	compact_1	-1	CS	1.0	0.0	0.41
breathe_in_1	domain_region	naval_academy_1	-1	CS	1.0	0.0	0.19
supplement_1	domain_region	naval_academy_1	-1	CS	1.0	0.0	0.38
artist_1	type_of	arthropod_genus_1	-1	CS	1.0	0.0	0.89
natural_philosophy_1	type_of	arthropod_genus_1	-1	CS	1.0	0.0	0.97
aviate_1	has_part	logan_1	-1	CS	1.0	0.0	0.85
divider_3	has_part	logan_1	-1	CS	1.0	0.0	0.25
approach_5	has_instance	fleet_3	-1	CS	1.0	0.0	0.5
utterance_1	has_instance	fleet_3	-1	CS	1.0	0.0	0.8
llano_estacado_1	member_meronym	european_field_elm_1	-1	CS	1.0	0.0	0.03
vulture_1	member_meronym	european_field_elm_1	-1	CS	1.0	0.0	0.58
capital_of_wisconsin_1	type_of	coin_1	-1	CS	1.0	0.0	0.48
brunfelsia_americana_1	type_of	coin_1	-1	CS	1.0	0.0	0.92
cacalia_1	type_of	dilleniid_dicot_genus_1	-1	CS	1.0	0.0	0.77
confine_5	type_of	dilleniid_dicot_genus_1	-1	CS	1.0	0.0	0.69
buffer_3	domain_region	venation_2	-1	CS	1.0	0.0	0.24
alliterator_1	domain_region	venation_2	-1	CS	1.0	0.0	0.78
triangle_1	has_instance	asuncion_1	-1	CS	1.0	0.0	0.18
crave_1	has_instance	asuncion_1	-1	CS	1.0	0.0	0.08
family_galbulidae_1	member_meronym	legate_1	-1	CS	1.0	0.0	0.51
polliwog_1	member_meronym	legate_1	-1	CS	1.0	0.0	0.39
cyprian_1	part_of	large_intestine_1	-1	CS	1.0	0.0	0.38
hebraic_alphabet_1	part_of	large_intestine_1	-1	CS	1.0	0.0	0.72
american_indian_1	has_instance	local_authority_1	-1	CS	1.0	0.0	0.78
clinical_depression_1	has_instance	local_authority_1	-1	CS	1.0	0.0	0.26
heart_2	type_of	breathing_apparatus_1	-1	CS	1.0	0.0	0.3
european_field_elm_1	type_of	breathing_apparatus_1	-1	CS	1.0	0.0	0.16
genus_nasua_1	has_part	book_of_lamentations_1	-1	CS	1.0	0.0	0.67
discuss_2	has_part	book_of_lamentations_1	-1	CS	1.0	0.0	0.17
false_beachdrops_1	has_instance	stela_1	-1	CS	1.0	0.0	0.78
marsilea_quadrifolia_1	has_instance	stela_1	-1	CS	1.0	0.0	0.63
district_1	subordinate_instance_of	port_5	-1	CS	1.0	0.0	0.55
genus_amphioxus_1	subordinate_instance_of	port_5	-1	CS	1.0	0.0	0.99
