technique	threshold	relation	metric	value
allno	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	recall	0.0
allno	0.3	film__film__release_date_s-film__film_regional_release_date__film_release_region	f1	None
allno	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	precision	None
allno	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	recall	None
allno	0.3	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	f1	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award	precision	None
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award	recall	0.0
allno	0.3	award__award_winning_work__awards_won-award__award_honor__award	f1	None
allno	0.3	people__profession__specialization_of	precision	None
allno	0.3	people__profession__specialization_of	recall	0.0
allno	0.3	people__profession__specialization_of	f1	None
allno	0.3	location__location__adjoin_s-location__adjoining_relationship__adjoins	precision	None
allno	0.3	location__location__adjoin_s-location__adjoining_relationship__adjoins	recall	None
allno	0.3	location__location__adjoin_s-location__adjoining_relationship__adjoins	f1	None
allno	0.3	film__producer__films_executive_produced	precision	None
allno	0.3	film__producer__films_executive_produced	recall	0.0
allno	0.3	film__producer__films_executive_produced	f1	None
allno	0.3	baseball__baseball_team__current_roster-sports__sports_team_roster__position	precision	None
allno	0.3	baseball__baseball_team__current_roster-sports__sports_team_roster__position	recall	0.0
allno	0.3	baseball__baseball_team__current_roster-sports__sports_team_roster__position	f1	None
allno	0.3	music__artist__track_contributions-music__track_contribution__role	precision	None
allno	0.3	music__artist__track_contributions-music__track_contribution__role	recall	0.0
allno	0.3	music__artist__track_contributions-music__track_contribution__role	f1	None
allno	0.3	sports__sports_team__roster-sports__sports_team_roster__position	precision	None
allno	0.3	sports__sports_team__roster-sports__sports_team_roster__position	recall	0.0
allno	0.3	sports__sports_team__roster-sports__sports_team_roster__position	f1	None
allno	0.3	user__jg__default_domain__olympic_games__sports	precision	None
allno	0.3	user__jg__default_domain__olympic_games__sports	recall	None
allno	0.3	user__jg__default_domain__olympic_games__sports	f1	None
allno	0.3	people__person__ethnicity	precision	None
allno	0.3	people__person__ethnicity	recall	0.0
allno	0.3	people__person__ethnicity	f1	None
allno	0.3	music__group_member__membership-music__group_membership__role	precision	None
allno	0.3	music__group_member__membership-music__group_membership__role	recall	0.0
allno	0.3	music__group_member__membership-music__group_membership__role	f1	None
allno	0.3	location__country__administrative_divisions	precision	None
allno	0.3	location__country__administrative_divisions	recall	None
allno	0.3	location__country__administrative_divisions	f1	None
allno	0.3	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	precision	None
allno	0.3	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	recall	None
allno	0.3	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	f1	None
allno	0.3	music__artist__genre	precision	None
allno	0.3	music__artist__genre	recall	0.0
allno	0.3	music__artist__genre	f1	None
allno	0.3	business__business_operation__industry	precision	None
allno	0.3	business__business_operation__industry	recall	0.0
allno	0.3	business__business_operation__industry	f1	None
allno	0.3	food__diet_follower__follows_diet	precision	None
allno	0.3	food__diet_follower__follows_diet	recall	0.0
allno	0.3	food__diet_follower__follows_diet	f1	None
allno	0.3	location__country__second_level_divisions	precision	None
allno	0.3	location__country__second_level_divisions	recall	None
allno	0.3	location__country__second_level_divisions	f1	None
allno	0.3	film__film__estimated_budget-measurement_unit__dated_money_value__currency	precision	None
allno	0.3	film__film__estimated_budget-measurement_unit__dated_money_value__currency	recall	None
allno	0.3	film__film__estimated_budget-measurement_unit__dated_money_value__currency	f1	None
allno	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	precision	None
allno	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	recall	0.0
allno	0.3	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	f1	None
allno	0.3	organization__membership_organization__members-organization__organization_membership__member	precision	None
allno	0.3	organization__membership_organization__members-organization__organization_membership__member	recall	0.0
allno	0.3	organization__membership_organization__members-organization__organization_membership__member	f1	None
allno	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	precision	None
allno	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	recall	0.0
allno	0.3	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	f1	None
allno	0.3	people__person__spouse_s-people__marriage__type_of_union	precision	None
allno	0.3	people__person__spouse_s-people__marriage__type_of_union	recall	0.0
allno	0.3	people__person__spouse_s-people__marriage__type_of_union	f1	None
allno	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	precision	None
allno	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	recall	None
allno	0.3	education__educational_institution__students_graduates-education__education__major_field_of_study	f1	None
allno	0.3	award__award_winner__awards_won-award__award_honor__award	precision	None
allno	0.3	award__award_winner__awards_won-award__award_honor__award	recall	None
allno	0.3	award__award_winner__awards_won-award__award_honor__award	f1	None
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__award	precision	None
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__award	recall	0.0
allno	0.3	award__award_nominee__award_nominations-award__award_nomination__award	f1	None
allno	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	precision	None
allno	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	recall	None
allno	0.3	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	f1	None
allno	0.3	language__language_writing_system__languages	precision	None
allno	0.3	language__language_writing_system__languages	recall	None
allno	0.3	language__language_writing_system__languages	f1	None
allno	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	precision	None
allno	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	recall	0.0
allno	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	f1	None
allno	0.3	film__film_location__featured_in_films	precision	None
allno	0.3	film__film_location__featured_in_films	recall	None
allno	0.3	film__film_location__featured_in_films	f1	None
allno	0.3	music__group_member__instruments_played	precision	None
allno	0.3	music__group_member__instruments_played	recall	0.0
allno	0.3	music__group_member__instruments_played	f1	None
allno	0.3	location__location__people_born_here	precision	None
allno	0.3	location__location__people_born_here	recall	0.0
allno	0.3	location__location__people_born_here	f1	None
allno	0.3	business__company_type__companies_of_this_type	precision	None
allno	0.3	business__company_type__companies_of_this_type	recall	None
allno	0.3	business__company_type__companies_of_this_type	f1	None
allno	0.3	music__performance_role__regular_performances-music__group_membership__role	precision	None
allno	0.3	music__performance_role__regular_performances-music__group_membership__role	recall	None
allno	0.3	music__performance_role__regular_performances-music__group_membership__role	f1	None
allno	0.3	film__film__runtime-film__film_cut__film_release_region	precision	None
allno	0.3	film__film__runtime-film__film_cut__film_release_region	recall	None
allno	0.3	film__film__runtime-film__film_cut__film_release_region	f1	None
allno	0.3	common__annotation_category__annotations-common__webpage__topic	precision	None
allno	0.3	common__annotation_category__annotations-common__webpage__topic	recall	0.0
allno	0.3	common__annotation_category__annotations-common__webpage__topic	f1	None
allno	0.3	people__person__profession	precision	None
allno	0.3	people__person__profession	recall	0.0
allno	0.3	people__person__profession	f1	None
allno	0.3	film__film_festival_event__films	precision	None
allno	0.3	film__film_festival_event__films	recall	0.0
allno	0.3	film__film_festival_event__films	f1	None
allno	0.3	people__place_of_interment__interred_here	precision	None
allno	0.3	people__place_of_interment__interred_here	recall	None
allno	0.3	people__place_of_interment__interred_here	f1	None
allno	0.3	media_common__netflix_genre__titles	precision	None
allno	0.3	media_common__netflix_genre__titles	recall	0.0
allno	0.3	media_common__netflix_genre__titles	f1	None
allno	0.3	music__genre__artists	precision	None
allno	0.3	music__genre__artists	recall	None
allno	0.3	music__genre__artists	f1	None
allno	0.3	base__aareas__schema__administrative_area__administrative_parent	precision	None
allno	0.3	base__aareas__schema__administrative_area__administrative_parent	recall	None
allno	0.3	base__aareas__schema__administrative_area__administrative_parent	f1	None
allno	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	precision	None
allno	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	recall	0.0
allno	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	f1	None
allno	0.3	people__person__places_lived-people__place_lived__location	precision	None
allno	0.3	people__person__places_lived-people__place_lived__location	recall	0.0
allno	0.3	people__person__places_lived-people__place_lived__location	f1	None
allno	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	precision	None
allno	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	recall	0.0
allno	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	f1	None
allno	0.3	education__educational_degree__people_with_this_degree-education__education__institution	precision	None
allno	0.3	education__educational_degree__people_with_this_degree-education__education__institution	recall	None
